id,price,room,district,subway,subway distance (min),square footage,livable space,kitchen space,floor,number of floors,construction year,parking,apartment type,house type,renovation,bathroom,balcony,elevator
267475759,41508240.0,4,Московский,Электросила,17,142.64,76.6,30.1,2,11,2023,Подземная,Новостройка,Монолитно-кирпичный,,,,
294769893,15000000.0,3,Невский,Проспект Большевиков,24,84.5,47.8,15.3,1,22,2012,,Вторичка,Кирпичный,Евроремонт,2.0,,2.0
287028859,44761468.0,3,Московский,Московские ворота,6,82.9,40.6,,9,11,2025,Подземная,Новостройка,Монолитный,,,,
285457450,68900000.0,3,Центральный,Чернышевская,29,138.7,75.0,18.0,4,7,2012,,Вторичка,Монолитный,Дизайнерский,,,
282551866,51051371.0,4,Красногвардейский,Новочеркасская,15,143.5,,,14,14,2023,Подземная,Новостройка,Панельный,,,,
294075437,11000000.0,1,Центральный,Площадь Восстания,4,50.6,34.9,10.7,5,5,1861,,Вторичка,Кирпичный,Без,1.0,,
293350774,5612765.0,1,Красногвардейский,Ладожская,9,25.66,20.7,,9,15,2025,Открытая,Новостройка,Монолитный,,1.0,,5.0
293938207,23000000.0,1,Приморский,Старая Деревня,18,46.4,21.0,12.0,4,6,2017,,Вторичка,,Евроремонт,1.0,1,2.0
292051884,8099999.0,1,Адмиралтейский,Балтийская,9,25.2,12.6,5.2,3,9,2024,Подземная,Новостройка,Монолитно-кирпичный,,1.0,,22.0
260787470,88000000.0,3,Петроградский,Петроградская,14,340.0,156.0,74.0,6,6,1913,Открытая,Вторичка,Кирпичный,Дизайнерский,3.0,1,1.0
291720434,10076620.0,1,Василеостровский,Василеостровская,11,27.1,17.4,,2,9,2025,"Подземная,",Новостройка,Монолитный,,,,13.0
291444345,16800000.0,2,Василеостровский,Приморская,7,43.0,15.1,16.5,4,13,2023,Наземная,Вторичка,Монолитный,Без,1.0,1,2.0
293822324,18383429.0,2,Приморский,Черная речка,6,53.98,,,4,10,2025,Подземная,Новостройка,Монолитный,,,,2.0
293828230,12500000.0,1,Петроградский,,,34.3,11.0,15.7,2,6,2024,Подземная,Новостройка,Монолитный,,1.0,,2.0
293991870,19635100.0,3,Выборгский,Проспект Просвещения,8,85.37,,,2,5,2024,"Подземная,",Новостройка,Монолитно-кирпичный,,2.0,,3.0
285614594,150000000.0,3,Петроградский,Крестовский остров,3,163.0,74.1,29.8,5,9,2018,,Вторичка,Монолитный,Без,3.0,1,1.0
284740221,24140000.0,2,Петроградский,Петроградская,5,71.0,28.5,20.2,1,7,2023,Подземная,Новостройка,Монолитный,,1.0,,3.0
294599395,19000000.0,2,Калининский,Политехническая,5,50.0,29.1,6.3,2,5,1933,,Вторичка,Кирпичный,Дизайнерский,1.0,,
293838075,26134232.0,4,Приморский,Пионерская,9,115.31,65.7,16.7,14,25,2024,"Подземная,",Новостройка,Монолитный,,1.0,,4.0
294313411,56000000.0,5,Василеостровский,Василеостровская,5,270.0,103.7,57.3,17,19,2006,Подземная,Вторичка,Монолитный,Косметический,2.0,2,2.0
294543264,32640200.0,4,Калининский,Выборгская,2,113.23,54.8,22.7,14,23,2025,"Подземная,",Новостройка,Монолитный,,1.0,1,3.0
287878377,29000000.0,5,Приморский,Пионерская,14,166.0,86.7,14.1,20,21,,,Вторичка,,Без,,,
293263696,34480370.0,3,Центральный,Площадь Александра Невского,12,96.78,54.7,17.1,3,9,2025,,Новостройка,Монолитный,,3.0,,2.0
294635643,6400000.0,1,Приморский,Комендантский проспект,7,35.3,15.0,11.2,10,13,2022,Подземная,Вторичка,,Без,1.0,1,2.0
284799004,40698840.0,4,Выборгский,Удельная,18,149.08,72.8,42.2,12,12,2025,Подземная,Новостройка,Монолитно-кирпичный,,,,6.0
293828214,8999000.0,1,Василеостровский,Приморская,7,35.0,,14.2,3,6,2021,Подземная,Вторичка,Монолитный,Без,1.0,1,2.0
293368321,47800000.0,4,Московский,Звездная,8,159.0,74.0,34.0,22,23,2020,Подземная,Новостройка,Монолитно-кирпичный,,4.0,1,
293988712,112750000.0,1,Центральный,,,205.1,142.0,20.0,3,5,1777,,Вторичка,Кирпичный,Дизайнерский,4.0,1,1.0
293721262,8027181.0,1,Приморский,Комендантский проспект,8,26.31,14.8,,11,12,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,1.0,,
289478924,58320000.0,3,Петроградский,Крестовский остров,2,201.8,107.1,19.8,1,6,2009,,Вторичка,,Без,3.0,,1.0
294225787,8621000.0,1,Курортный,,,23.3,12.7,,1,12,2023,Отдельная,Новостройка,Монолитно-кирпичный,,1.0,1,
291956508,23212433.0,1,Василеостровский,Василеостровская,4,66.1,,,4,4,2003,,Вторичка,Монолитно-кирпичный,Без,1.0,,1.0
294564391,9039600.0,1,Центральный,Площадь Александра Невского,11,21.6,,,2,10,2025,Подземная,Новостройка,Монолитно-кирпичный,,,,
266866181,178900000.0,3,Петроградский,Крестовский остров,9,167.0,106.0,20.4,1,7,2012,Подземная,Вторичка,Кирпичный,Дизайнерский,2.0,,1.0
294102654,9439200.0,1,Выборгский,Удельная,5,30.4,19.6,,2,10,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,,
289236076,23500000.0,1,Красногвардейский,Новочеркасская,16,47.8,31.8,11.0,3,15,2020,,Вторичка,Монолитный,Дизайнерский,1.0,1,1.0
292061873,10058400.0,1,Калининский,Гражданский проспект,5,50.8,,,7,25,2020,Многоуровневая,Новостройка,Монолитный,,,,1.0
294351553,27800000.0,3,Приморский,Старая Деревня,22,91.0,55.0,20.0,2,10,2015,,Вторичка,Монолитный,Евроремонт,2.0,,2.0
282551743,12513119.0,1,Красногвардейский,Новочеркасская,17,32.8,,,3,12,2023,Подземная,Новостройка,Панельный,,,,
285457410,150000000.0,4,Центральный,Звенигородская,5,218.3,104.0,23.0,3,9,2017,,Вторичка,Кирпичный,Дизайнерский,,,
293263982,23663894.0,2,Центральный,Площадь Александра Невского,12,64.46,,,3,9,2025,,Новостройка,Монолитный,,,,2.0
293605467,22900000.0,2,Приморский,Черная речка,5,58.76,30.0,21.6,3,9,2025,Подземная,Новостройка,Монолитный,,2.0,,2.0
293435894,28660412.0,3,Василеостровский,,,90.96,26.0,20.0,4,7,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,1,1.0
291755143,29140000.0,2,Петроградский,Чкаловская,28,61.08,29.5,14.8,8,8,2022,Подземная,Вторичка,Монолитный,Без,,,2.0
290995070,29809944.0,1,Василеостровский,Василеостровская,17,64.44,,,3,9,2025,Подземная,Новостройка,Монолитный,,,,1.0
290459751,5700000.0,1,Выборгский,Парнас,8,36.99,11.5,14.3,5,15,2023,,Новостройка,Монолитный,,1.0,1,2.0
284740226,32868000.0,3,Петроградский,Петроградская,5,99.6,61.2,18.7,1,7,2023,Подземная,Новостройка,Монолитный,,3.0,,3.0
292807467,44000000.0,4,Петроградский,Петроградская,15,123.0,68.0,30.0,4,9,2011,,Вторичка,Монолитный,Дизайнерский,2.0,,1.0
271541048,34298333.0,4,Приморский,Черная речка,14,115.7,43.8,19.6,14,14,2022,Подземная,Новостройка,Монолитный,,6.0,1,2.0
294267197,250000000.0,5,Петроградский,Чкаловская,4,250.0,65.0,44.0,3,3,2010,,Вторичка,Монолитный,Дизайнерский,2.0,,1.0
293970647,39405000.0,3,Петроградский,Крестовский остров,15,106.5,55.8,16.7,4,8,2019,,Новостройка,Монолитно-кирпичный,,,1,
289011185,16000000.0,2,Приморский,Лесная,15,47.36,22.4,15.5,2,12,2021,Наземная,Вторичка,Монолитный,Евроремонт,1.0,,2.0
293189826,4879999.0,1,Выборгский,Парнас,13,28.78,19.1,,2,15,2025,Гостевая,Новостройка,Монолитный,,,,
286662063,36900000.0,3,Петроградский,,,126.7,54.0,21.2,2,9,2021,,Вторичка,Монолитный,Без,,,
291961825,17531800.0,2,Выборгский,Проспект Просвещения,8,79.69,,,1,5,2024,"Подземная,",Новостройка,Монолитно-кирпичный,,2.0,,3.0
293372095,132900000.0,4,Петроградский,Чкаловская,22,265.8,,40.0,8,13,2017,,Вторичка,,Без,,,1.0
292052352,22949999.0,3,Адмиралтейский,Балтийская,9,91.24,46.3,17.0,3,9,2024,Подземная,Новостройка,Монолитно-кирпичный,,2.0,,22.0
288216716,235000000.0,5,Петроградский,Чкаловская,22,306.0,199.0,15.0,8,13,2017,,Вторичка,,Дизайнерский,4.0,,1.0
293435876,25386812.0,2,Василеостровский,,,80.57,39.8,15.2,2,7,2023,"Подземная,",Новостройка,Монолитно-кирпичный,,,1,1.0
290709566,63000000.0,5,Петроградский,Крестовский остров,22,190.0,100.0,25.0,5,7,2022,,Вторичка,Монолитный,Без,3.0,1,1.0
289391145,26950088.0,1,Петроградский,Петроградская,7,50.62,15.9,19.1,6,8,2023,Подземная,Новостройка,Монолитный,,2.0,1,1.0
290539857,9339334.0,1,Фрунзенский,Бухарестская,2,39.49,21.9,,8,18,2023,,Вторичка,Монолитный,,,,
285784513,34872500.0,3,Петроградский,Крестовский остров,15,107.3,61.1,18.0,5,9,2022,Отдельная,Новостройка,Монолитно-кирпичный,,,2,
292223886,29800000.0,3,Выборгский,,,114.34,49.2,25.2,4,9,,,Вторичка,,,,,
282331834,79380000.0,3,Московский,Московская,6,140.0,62.2,36.7,6,6,2022,"Подземная,",Новостройка,Монолитно-кирпичный,,,2,
292488446,3900000.0,1,Адмиралтейский,Технологический институт,6,23.5,,,2,7,1903,,Вторичка,Кирпичный,Евроремонт,1.0,,
294543045,7057628.0,1,Калининский,Выборгская,2,20.28,13.0,,11,23,2025,"Подземная,",Новостройка,Монолитный,,1.0,1,3.0
